0.000000000000000e+00	1.000000000000000e+05
6.200000000000000e-04	1.000000000000000e+05
6.202959669225730e-04	7.205184198569551e+05
6.644179664361406e-04	7.186293953986097e+05
7.085399659497077e-04	7.167455036474805e+05
7.526619654632748e-04	7.148667315074249e+05
7.967839649768424e-04	7.129930659144050e+05
8.409059644904095e-04	7.111244938364119e+05
8.850279640039765e-04	7.092610022733879e+05
9.291499635175441e-04	7.074025782571514e+05
9.732719630311112e-04	7.055492088513208e+05
1.017393962544678e-03	7.037008811512382e+05
1.061515962058246e-03	7.018575822838938e+05
1.105637961571813e-03	7.000192994078510e+05
1.149759961085381e-03	6.981860197131702e+05
1.193881960598948e-03	6.963577304213343e+05
1.238003960112515e-03	6.945344187851736e+05
1.282125959626082e-03	6.927160720887908e+05
1.326247959139649e-03	6.909026776474868e+05
1.370369958653217e-03	6.890942228076861e+05
1.414491958166784e-03	6.872906949468621e+05
1.458613957680351e-03	6.854920814734633e+05
1.502735957193918e-03	6.836983698268402e+05
1.546857956707486e-03	6.819095474771702e+05
1.590979956221053e-03	6.801256019253850e+05
1.635101955734620e-03	6.783465207030963e+05
1.679223955248188e-03	6.765722913725238e+05
1.723345954761754e-03	6.748029015264211e+05
1.767467954275322e-03	6.730383387880033e+05
1.811589953788889e-03	6.712785908108742e+05
1.855711953302456e-03	6.695236452789537e+05
1.899833952816023e-03	6.677734899064057e+05
1.943955952329591e-03	6.660281124375650e+05
1.988077951843159e-03	6.642875006468669e+05
2.032199951356725e-03	6.625516423387734e+05
2.076321950870293e-03	6.608205253477031e+05
2.120443950383860e-03	6.590941375379589e+05
2.164565949897427e-03	6.573724668036565e+05
2.208687949410995e-03	6.556555010686538e+05
2.252809948924562e-03	6.539432282864795e+05
2.296931948438129e-03	6.522356364402620e+05
2.341053947951696e-03	6.505327135426592e+05
2.385175947465264e-03	6.488344476357878e+05
2.429297946978830e-03	6.471408267911528e+05
2.473419946492398e-03	6.454518391095774e+05
2.517541946005966e-03	6.437674727211328e+05
2.561663945519532e-03	6.420877157850685e+05
2.605785945033100e-03	6.404125564897428e+05
2.649907944546667e-03	6.387419830525528e+05
2.694029944060234e-03	6.370759837198652e+05
2.738151943573801e-03	6.354145467669468e+05
2.782273943087369e-03	6.337576604978966e+05
2.826395942600936e-03	6.321053132455754e+05
2.870517942114503e-03	6.304574933715374e+05
2.914639941628071e-03	6.288141892659626e+05
2.958761941141638e-03	6.271753893475874e+05
3.002883940655205e-03	6.255410820636364e+05
3.047005940168773e-03	6.239112558897550e+05
3.091127939682339e-03	6.222858993299407e+05
3.135249939195907e-03	6.206650009164757e+05
3.179371938709474e-03	6.190485492098592e+05
3.223493938223041e-03	6.174365327987401e+05
3.267615937736609e-03	6.158289402998493e+05
3.311737937250176e-03	6.142257603579329e+05
3.355859936763743e-03	6.126269816456852e+05
3.399981936277310e-03	6.110325928636814e+05
3.444103935790878e-03	6.094425827403120e+05
3.488225935304444e-03	6.078569400317149e+05
3.532347934818012e-03	6.062756535217100e+05
3.576469934331580e-03	6.046987120217327e+05
3.620591933845146e-03	6.031261043707680e+05
3.664713933358714e-03	6.015578194352841e+05
3.708835932872281e-03	5.999938461091672e+05
3.752957932385848e-03	5.984341733136559e+05
3.797079931899415e-03	5.968787899972753e+05
