0.000000000000000e+00	1.000000000000000e+05
6.739999999999995e-04	1.000000000000000e+05
6.835099921397010e-04	5.626060057469038e+05
7.189159920472257e-04	5.613895878678690e+05
7.543219919547539e-04	5.601759072013652e+05
7.897279918622786e-04	5.589649580546944e+05
8.251339917698033e-04	5.577567347464465e+05
8.605399916773315e-04	5.565512316064776e+05
8.959459915848562e-04	5.553484429758883e+05
9.313519914923809e-04	5.541483632070019e+05
9.667579913999092e-04	5.529509866633430e+05
1.002163991307434e-03	5.517563077196165e+05
1.037569991214959e-03	5.505643207616850e+05
1.072975991122487e-03	5.493750201865484e+05
1.108381991030011e-03	5.481884004023220e+05
1.143787990937536e-03	5.470044558282152e+05
1.179193990845065e-03	5.458231808945104e+05
1.214599990752589e-03	5.446445700425415e+05
1.250005990660114e-03	5.434686177246728e+05
1.285411990567642e-03	5.422953184042776e+05
1.320817990475167e-03	5.411246665557171e+05
1.356223990382691e-03	5.399566566643198e+05
1.391629990290220e-03	5.387912832263596e+05
1.427035990197744e-03	5.376285407490355e+05
1.462441990105269e-03	5.364684237504500e+05
1.497847990012797e-03	5.353109267595885e+05
1.533253989920322e-03	5.341560443162984e+05
1.568659989827847e-03	5.330037709712680e+05
1.604065989735375e-03	5.318541012860059e+05
1.639471989642900e-03	5.307070298328199e+05
1.674877989550424e-03	5.295625511947966e+05
1.710283989457952e-03	5.284206599657806e+05
1.745689989365477e-03	5.272813507503535e+05
1.781095989273005e-03	5.261446181638135e+05
1.816501989180530e-03	5.250104568321550e+05
1.851907989088055e-03	5.238788613920476e+05
1.887313988995580e-03	5.227498264908159e+05
1.922719988903108e-03	5.216233467864186e+05
1.958125988810633e-03	5.204994169474291e+05
1.993531988718161e-03	5.193780316530133e+05
2.028937988625685e-03	5.182591855929112e+05
2.064343988533210e-03	5.171428734674151e+05
2.099749988440735e-03	5.160290899873498e+05
2.135155988348263e-03	5.149178298740529e+05
2.170561988255788e-03	5.138090878593534e+05
2.205967988163316e-03	5.127028586855526e+05
2.241373988070841e-03	5.115991371054033e+05
2.276779987978365e-03	5.104979178820901e+05
2.312185987885890e-03	5.093991957892090e+05
2.347591987793418e-03	5.083029656107477e+05
2.382997987700943e-03	5.072092221410652e+05
2.418403987608471e-03	5.061179601848722e+05
2.453809987515996e-03	5.050291745572110e+05
2.489215987423521e-03	5.039428600834358e+05
2.524621987331045e-03	5.028590115991926e+05
2.560027987238573e-03	5.017776239503995e+05
2.595433987146098e-03	5.006986919932270e+05
2.630839987053626e-03	4.996222105940782e+05
2.666245986961151e-03	4.985481746295693e+05
2.701651986868676e-03	4.974765789865095e+05
2.737057986776201e-03	4.964074185618818e+05
2.772463986683729e-03	4.953406882628233e+05
2.807869986591253e-03	4.942763830066053e+05
2.843275986498782e-03	4.932144977206147e+05
2.878681986406306e-03	4.921550273423333e+05
2.914087986313831e-03	4.910979668193194e+05
2.949493986221359e-03	4.900433111091878e+05
2.984899986128884e-03	4.889910551795908e+05
3.020305986036408e-03	4.879411940081984e+05
3.055711985943937e-03	4.868937225826798e+05
3.091117985851462e-03	4.858486359006830e+05
3.126523985758986e-03	4.848059289698170e+05
3.161929985666515e-03	4.837655968076312e+05
3.197335985574039e-03	4.827276344415972e+05
